1,1,1,0,1,436055755.676608,1007.324982
2,1,1,0,0,436104325.90339,1007.113419
3,1,1,0,0,436104344.141229,0.0
4,1,1,0,0,436104352.560469,1007.164841
5,1,1,0,0,436104641.950152,1007.14035
6,1,1,0,0,436104681.293719,1007.212906
7,1,1,0,0,436104747.788622,1007.245407
8,1,1,0,1,436104787.410669,1007.202225
9,1,1,0,0,436353989.101696,1020.320358
10,1,1,0,0,436354327.143468,1020.328217
11,1,1,0,0,436354357.956097,1020.381546
12,1,1,0,0,436751672.243257,1015.074692
13,1,1,0,1,436838250.306744,1020.835724
14,1,1,0,1,436925750.1297,1012.351532
15,1,1,0,1,437013255.139765,1013.030396
16,1,1,0,0,437144961.207215,1021.300278
17,1,1,0,0,437187609.916812,1018.453598
18,1,1,0,1,437266097.71663,1011.422272
19,1,1,0,1,437298869.707458,1010.293274
20,1,1,0,1,437362340.074613,1011.217041
21,1,1,0,0,437443357.422272,1005.185699
22,1,1,0,1,437530014.62906,1001.277008
23,1,1,0,1,437616078.63602,1010.462723
24,1,1,0,1,437728370.179702,1014.1539
25,1,1,0,1,437820313.381295,1016.887207
26,1,1,0,1,437870994.810329,1016.12915
27,1,1,0,0,437959358.726779,1013.549347
28,1,1,0,0,438045365.546138,1018.117752
29,1,1,0,0,438221067.652873,1024.495392
30,1,1,0,0,438347864.8892,1016.215286
31,1,1,0,0,438404177.311462,1015.554047
32,1,1,0,0,438520778.162193,1012.988052
33,1,1,0,1,438562761.514008,1010.540314
34,1,1,0,1,438655856.956465,1013.211517
35,1,1,0,1,438733768.081801,1013.830414
36,1,1,0,0,438825459.605028,1022.568283
